C:\Users\Roman\Desktop\РНФ по разработке Цитометра\SPI_2019\SFM_Danil_autofluorescence\L929\Live\200mW_L929_live(95%)_autofluorescence_1.daf
single_cells

Object Number	Intensity_MC_Ch02
808	29091,3076923073
809	25147,6779661016
810	20076,7686170205
811	17989,7788461533
812	24669,734375
813	24292,9208333331
814	31332,9083333348
815	23195,7083333325
816	23021,6071428574
817	15859,5144230772
818	48703,872844827
819	14011,5862068962
820	23897,270833334
821	23263,4888059703
823	33495,316176472
824	33801,258333333
825	16782,8283898302
826	26044,265625
827	20386,945205478
828	29577,0839041084
829	23609,2067307688
830	27358,6307692302
831	24260,5625
832	13018,5410447754
833	23202,6071428579
834	69306,1604938223
835	17270,9843750001
836	37232,7076923083
837	17882,0303030306
838	21907,9204545463
839	25685,4772727285
840	21446,842105263
841	5805,61538461528
842	12967,6057692311
843	23627,1583333336
844	43982,3416666676
845	17914,4590909091
846	16287,2670454549
847	57607,6009615412
848	32329,7552816906
849	17551,4375
850	24424,6875000008
851	14091,2235576921
852	36958,1750000005
853	23279,9711538455
854	21346,6810344835
856	33442,0750000006
857	17195,7960526315
858	23824,2575757568
859	20726,5603448282
860	20492,3046875
861	20899,2849264697
862	10247,4591346151
863	14463,578125
864	29686,6439393947
865	9397,19886363624
866	28998,3774038458
867	14906,6381578945
868	45424,25
869	34633,9999999989
870	9907,78947368418
871	27579,2333333335
872	33628,7427884623
873	15749,59375
874	36613,0522388078
875	11969,25
876	10822,0129310343
877	29898,0216346149
878	122298,550000002
879	14130,6129032254
880	28634,625000001
881	15905,8686440683
882	20458,4807692303
883	20912,6031746038
884	20240,9999999997
885	25728,8312500007
886	15931,0701754385
887	28239,1838235285
888	21435,841836734
889	16655,836363636
890	22764,5416666672
891	58029,279411767
892	20994,28125
893	20957,8448275856
894	25509,6875
895	27703,3557692314
896	22705,96875
897	31221,6249999998
898	32426,1818181827
899	21636,5919117638
900	19424,0681818186
901	29808,6416666663
902	8725,47794117633
903	34513,2542372875
904	32934,4090909086
905	30332,9264705895
906	83022,8636363626
907	44547,5151515164
908	24206,4833333334
909	13754,5416666669
910	15109,8095238099
911	20002,8666666675
912	50048,566666668
913	53600,6574074057
914	65763,7895833344
915	29932,8219178061
916	34035,8347457619
917	21747,6095890421
918	22711,7857142864
919	20557,4711538458
920	20491,3231707321
921	16282,6185344828
923	25552,6458333342
924	12465,6619318177
925	20213,2894736835
926	16203,625
927	17398,8275000004
928	50173,9776785739
929	55065,2125000014
930	20131,9523809525
931	7799,99999999984
932	10636,9237288137
933	21891,4416666675
934	14578,8928571427
935	24034,0974576274
936	32847,1583333339
937	38062,8333333343
938	19154,7666666665
939	29333,9418604654
940	13146,1339285711
941	16779,1634615383
942	26016,1194029858
943	31281,2388059712
944	20598,865384615
945	9483,58653846158
946	16478,6022727267
947	16770,1875
948	16017,8954545452
949	12199,7565789475
950	17063,6418269228
951	20269,6461538467
952	23109,4830508477
953	34774,0671641792
954	24082,089912281
956	55542,279296875
957	26823,2916666671
958	8965,86250000016
959	8207,62272727268
960	30897,128472221
961	46843,4029850762
962	19726,6692307687
963	36007,6416666675
964	22277,6365384618
965	22244,875
966	11282,5975000001
967	15569,6416666669
968	33522,5820895533
969	13147,9999999997
970	16314,2124999997
971	10099,5125000002
972	7000,33522727268
973	30912,9403846156
974	21727,9230769229
975	12206
976	38401,0900000005
977	12241,8611111106
978	11271,1298076922
979	16316,7500000001
980	17942,9431818182
981	21112,964583333
982	31489,59375
983	42826,3749999987
984	20494,7916666665
985	34031,25
986	22102,8000000004
987	27262,6439393923
989	16839,6432926828
990	258348,289179114
991	20293,8721590915
992	32023,1363636354
993	9499,76315789484
994	43164,75
995	15965,5889830513
996	29462,7500000009
998	47093,798076924
999	23279,647727272


