C:\Users\Roman\Desktop\РНФ по разработке Цитометра\SPI_2019\SFM_Danil_autofluorescence\C2C12\Live\200mW_C2C12_live_autofluorescence_1.daf
single_cells

Object Number	Intensity_MC_Ch02
682	17455,6656976746
683	136069,183333336
684	2842,47222222213
685	163420,28571429
686	12856,5454545453
687	96632,3333333358
688	6126,96428571422
689	105294,666666668
690	84880,5576923055
691	71307,0166666649
692	147395,884868422
694	4280,51388888895
695	24908,1515151509
696	43965,2794117639
697	37057,744318183
698	38264,0336538451
699	125063,891791042
700	4638,21511627911
701	16850,0056818183
702	4953,38970588226
703	44934,1084905651
704	74129,0423728809
705	97425,8676470555
706	21540,0000000004
707	94165,958333332
708	71071,7420634908
709	62377,3012295072
710	284393,264423075
711	40116,9406779671
712	2536,45454545451
713	34336
714	336348,684210528
715	74314,35074627
716	113975,907692314
717	112129,56578947
718	39445,5791666667
719	34279,2711864413
720	44297,857142858
721	43993,3333333336
722	75963,8888888895
723	169268,338414624
724	13078,3362068961
725	66055,8695652184
726	209145,785714292
727	100592,61730769
728	59364,8687500004
729	105467,650000003
730	59760,71875
731	165419,35211268
732	21543,828125
733	28743,0852272733
734	120944,86948529
735	132520,938461546
736	9157,33806818194
737	68244,8305084743
738	3850,18181818189
739	26174,4310344822
740	97947,3870192319
741	14884,7469512193
742	3390,60416666672
743	59796,3375000012
744	40552,4374999997
745	78884,6546875046
746	6840,18999999998
747	23922,4850000002
748	91699,4500000021
749	42977,3665254229
750	112436,816666661
751	93599,9750000029
752	16759,2938596493
753	103337,3125
754	24062,5227272722
755	76665,4229166669
756	86454,5384615427
757	95969,2291666704
758	169659,255136992
759	8645,88586956515
760	52375,9152542363
761	75987,8166666687
762	84100,2058823502
763	69851,0135135185
764	217137,827020166
765	170990,945205476
766	55149
767	169242,538461544
768	46851,1947115391
769	51012,9208333325
771	148412,837500001
772	104754,141304349
773	105252,022388062
774	21331,9013157901
775	235414,534482754
776	22349,3095238101
777	84970,28125
778	80322,8640350856
779	189760,098557682
780	88846,4897541012
781	192602,334558818
782	83765,9084821407
783	84987,0673076894
784	99811,9935344821
785	45306,1575342484
786	43722,4791666673
787	33205,2758620696
788	87351,23828125
789	127299,3984375
790	101431,921875
791	95051,7837837786
792	43194,7142857145
793	149567,1875
794	94044,0545454579
795	68486,3813559313
796	91583,0242537289
797	92148,1134868398
798	237328,348484859
799	60669,3333333317
800	8956,53191489367
801	100612,518750001
802	118928,504098365
803	7713,96354166657
804	77636,1136363636
805	19325,6363636362
806	202677,180769237
807	40716,3541666676
808	37204,5999999995
809	930,1875
810	12743,7142857143
811	12431,375
812	13597,9500000002
813	7974,62313432829
814	11894,6666666666
815	47738,8157894758
816	4922,32670454548
817	39367,1008771937
818	138102,620192311
819	28879,5576923084
820	107075,050000003
821	70287,8920454539
822	82884,5122950841
823	108992,299999996
825	3812,53571428563
826	20947,3846153843
827	64194,9962121194
828	137448,087500001
829	100197,368243242
830	8634,97727272736
831	23433,3545918372
832	10167,801020408
833	74690,704918035
834	162636,943181817
835	25891,3677884621
836	111118,99583333
837	34320,1909547743
838	154248,838028162
839	93647,9230769177
840	30478,5019230764
841	62446,4657534261
842	11082,0083333333
843	83946,6661184251
844	69898,3937500003
845	60842,2375000015
846	4466,3226744186
847	21934,9375000004
848	118862,90120967
849	9146,03250000008
850	34615,4324324326
851	93531,28125
852	75103,375
853	11238,1916666672
854	86964,0812500012
855	78073,140625
857	60818,1773648644
858	156429,986301366
859	102906,797794123
860	49312,8038793094
861	3271,27840909093
862	32723,7173913034
863	96792,3885135106
864	145124,03125
865	3784,04487179486
866	36822,0374999999
867	209429,918918909
868	4517,43402777776
869	62317,3644067806
870	69292,9525862084
871	42498,53125
872	219134,574999992
873	96410,3055555587
874	113853,654761901
875	128525,066666665
876	16834,0999999999
877	9493,78977272717
878	79727,0769230787
879	117213,642857139
880	61224,5597014946
881	201613,445205469
882	103823,65625
883	43058,0847457613
884	68393,4072580638
885	11565,1249999998
886	138473,987499994
887	30499,2327586208
888	77762,6511194053
889	133501,380000001
890	74376,416015625
891	77967,6730769232
892	76403,1586538455
893	41211,4750000008
894	177918,93604652
895	85987,320422541
896	14910,5852272729
898	109141,120689652
899	98672,0326086904
901	113579,33898305
902	87945,9354166652
903	10264,1704545459
904	47290,9821428562
905	41510,8181818186
906	101102,917410716
907	19890,9281914897
908	77633,7650862094
909	7019,00250000012
910	80122,7187499986
911	47692,911016948
912	93024,8230769253
913	48484,5538461523
914	5304,02678571439
915	136648,761029407
916	38508,5472972979
917	633,187499999991
918	49508,5238095252
919	5669,10714285708
920	34016,9272388068
921	107327,63554217
922	10472,722222222
923	54850,2466216231
924	5063,31617647063
925	14574,3916666669
926	148553,546610163
927	155609,59375
928	81672,5166666664
929	63793,5863970571
930	59770,2573529443
931	95630,8833333318
932	239501,828525652
933	129139,93269231
934	23246,2807017539
935	75363,5
936	6886,13942307669
937	128719,12126866
938	8885,0625
939	90785,186440676
940	13410,6352040814
941	40814,4999999994
942	39105,6666666657
943	100452,683823531
944	35651,5024038464
945	170254,443548386
946	198163,736842095
947	179119,345394727
949	29954,75
950	84466,1571969661
951	113665,599999997
952	21777,3267045451
953	82271,7585227269
954	17357,125
955	38362,360795454
956	82049,7118644079
957	121660,56818182
958	59660,287500002
959	23640,0336538457
960	8086,38068181832
961	27849,6363636362
962	91826,9375
964	96193,5480769247
965	77372,0889423089
966	141826,209375007
967	84925,2807017489
968	46275,0267857134
969	96250,0150862074
970	30875,8080357151
971	139119,185606061
972	134334,669014088
973	7071,04081632639
974	85773,830769228
975	90396,470703125
976	4398,5915178571
978	124800,211864411
979	65226,6507936526
980	59814,8316326529
981	121480,249999998
982	14359,5636363633
983	54603,7307692329
984	21961,0227272725
985	34362,125
986	60476,0041666678
987	102842,937500002
988	53293,2894736825
989	100349,400000003
990	26062,3721590903
991	26179,9999999992
992	50475,1706730788
994	175469,649590166
995	19519,664772727
996	183029,971830979
997	23990,2950819663
998	98100,4145833356
999	151269,777027032


