C:\Users\Roman\Desktop\РНФ по разработке Цитометра\SPI_2019\SFM_Danil_autofluorescence\RAW\Live\200mW_RAW_live_autofluorescence_1.daf
single_cells

Object Number	Intensity_MC_Ch02
751	15708,0769230767
752	23881,2701612908
753	32607,7041666664
754	13095,8951612901
755	17072,96875
756	23891,8653846155
757	14237,490384615
758	24721
759	16096,0576923075
760	11418,1446078436
761	21316,2499999996
762	23636,4110169486
763	14718,7328431367
764	11361,3729508199
765	19641,1153846144
766	26599,863970587
767	27462,6186440673
768	31565,3749999994
769	47861,5094696957
770	43746,2544642864
771	9589,60937499986
772	22372,7413793111
773	24338,8813559316
774	33889,9356060613
775	16968,0797413791
776	43484,1355932211
777	120703,375000006
778	16507,2500000001
779	19743,9375
780	13391,3571428567
781	28348,4812499996
782	15652,5624999996
783	10081,8660714282
784	14421,94612069
785	42706,8749999986
786	145754,683823522
787	19540,2161016949
788	26834,1375000014
789	20889,9044117649
790	141355,180147054
791	23159,3508771937
792	17785,1534090911
793	36222,6874999985
794	26258,2980769227
795	17615,0769230764
796	20608,9137931031
797	12305,7386363634
798	53130,2818627443
799	30560,7648305077
800	21889,0673076927
801	18589,8942307693
802	784,688953488361
803	85766,3728813526
804	3737,07499999992
805	27938,8636363632
806	79113,2878787874
807	57733,1988636337
808	32080,4549180315
810	42749,375
811	22642,2980769233
812	19625,1363636366
813	15325,1666666662
814	21228,7037037032
815	13261,3548387094
816	13033,522727273
817	21895,5772058819
818	20119,790909091
819	12966,8916666668
821	39994,7666666669
822	30345,4666666669
823	22376,2415254232
824	18716,2068965513
825	42505,1140350887
826	48214,7916666677
827	28686,59375
828	17528,6079545452
829	21748,276315789
831	20383,9615384618
832	15734,4791666672
833	14694,3970588239
834	14964,2372881361
835	12400,6268939393
836	46772,40625
837	56425,6354166654
838	3514,79651162795
839	948,032608695661
840	19034,3518518514
841	36463,5409836058
842	12657,167682927
843	23805,7126865673
844	18892,671875
845	15000,8749999998
846	35656,7720588225
847	8736,01886792446
848	31251,3314393944
849	21345,8629807698
850	6467,40697674414
851	27683,1779661019
852	6714,07142857152
853	29869,6857142855
854	22079,6052631573
856	13783,3644067794
857	20441,7272727268
858	18591,9004237295
859	23372,2899999998
860	34218,922619047
861	17832,5342465758
862	19086,2200704231
863	55738,8571428557
864	52901,6298076954
865	33109,8297872348
866	14947,5
867	19592,4507042273
868	9447,85714285721
869	57220,5541666696
870	15977,0886363637
871	25051,7620967743
872	12443,9375000002
873	16472,2887931033
875	18138,571428572
876	17932,2324561407
877	733,605769230759
878	12974,7033898303
879	27479,2390350875
880	10260,7222222224
881	17551,6551724137
882	79232,8229166686
883	15947,639344262
884	42354,1249999997
885	18488,7605932203
886	9757,79166666682
887	18711,4206730767
888	20499,1875
889	15894,156779661
890	2691,06770833337
891	35932,3999999999
892	25426,4583333328
893	61771,5916666641
894	61528,151785712
895	27528,5937499993
896	17887,4830508478
897	51798,2619047628
898	21460,3937500005
899	18473,3413461541
900	15466,1041666669
902	14853,0208333337
903	6069,03066037742
904	14644,9639423078
905	62383,8097826073
906	13037,6923076927
907	21530,1397058835
908	13692,5572033901
909	44721,3972602755
910	14343,8135593219
911	21143,8993055545
912	32778,85326087
913	105873,487500004
914	40317,1875
